RDA element,RDA recording method,Alignment,M21 Authority encoding
digest of expression,structured description,aligns with,"530 ** $a, d, f, h, k, l, m, n, o, p, r, s "
digest of expression,identifier,aligns with,500 ** $0 
digest of expression,identifier,aligns with,510 ** $0 
digest of expression,identifier,aligns with,511 ** $0 
digest of expression,identifier,aligns with,530 ** $0 
digest of expression,IRI,aligns with,500 ** $1 
digest of expression,IRI,aligns with,510 ** $1 
digest of expression,IRI,aligns with,511 ** $1 
digest of expression,IRI,aligns with,530 ** $1 
digest of work,structured description,aligns with,"500 ** $a, b, c, d, f, g, k, l, n, p, q, t "
digest of work,structured description,aligns with,"510 ** $a, b, c, d, f, g, k, l, n, p, t "
digest of work,structured description,aligns with,"511 ** $a, c, d, e, f, g, k, l, n, p, q, t "
digest of work,structured description,aligns with,"530 ** $a, d, f, g, k, l, n, p "
digest of work,identifier,aligns with,500 ** $0 
digest of work,identifier,aligns with,510 ** $0 
digest of work,identifier,aligns with,511 ** $0 
digest of work,identifier,aligns with,530 ** $0 
digest of work,IRI,aligns with,500 ** $1 
digest of work,IRI,aligns with,510 ** $1 
digest of work,IRI,aligns with,511 ** $1 
digest of work,IRI,aligns with,530 ** $1 
digested as expression,structured description,aligns with,"500 ** $a, b, c, d, f, g, h, k, l, m, n, o, p, q, r, s, t "
digested as expression,structured description,aligns with,"510 ** $a, b, c, d, f, g, h, k, l, m, n, o, p, r, s, t "
digested as expression,structured description,aligns with,"511 ** $a, c, d, e, f, g, h, k, l, n, p, q, s, t "
digested as expression,structured description,aligns with,"530 ** $a, d, f, h, k, l, m, n, o, p, r, s "
digested as expression,identifier,aligns with,500 ** $0 
digested as expression,identifier,aligns with,510 ** $0 
digested as expression,identifier,aligns with,511 ** $0 
digested as expression,identifier,aligns with,530 ** $0 
digested as expression,IRI,aligns with,500 ** $1 
digested as expression,IRI,aligns with,510 ** $1 
digested as expression,IRI,aligns with,511 ** $1 
digested as expression,IRI,aligns with,530 ** $1 
digested as work,structured description,aligns with,"500 ** $a, b, c, d, f, g, k, l, n, p, q, t "
digested as work,structured description,aligns with,"510 ** $a, b, c, d, f, g, k, l, n, p, t "
digested as work,structured description,aligns with,"511 ** $a, c, d, e, f, g, k, l, n, p, q, t "
digested as work,structured description,aligns with,"530 ** $a, d, f, g, k, l, n, p "
digested as work,identifier,aligns with,500 ** $0 
digested as work,identifier,aligns with,510 ** $0 
digested as work,identifier,aligns with,511 ** $0 
digested as work,identifier,aligns with,530 ** $0 
digested as work,IRI,aligns with,500 ** $1 
digested as work,IRI,aligns with,510 ** $1 
digested as work,IRI,aligns with,511 ** $1 
digested as work,IRI,aligns with,530 ** $1 
director agent,structured description,aligns with,"500 ** $a, b, c, d, g, q "
director agent,structured description,aligns with,"510 ** $a, b, c, d, g "
director agent,identifier,aligns with,500 ** $0 
director agent,identifier,aligns with,510 ** $0 
director agent,IRI,aligns with,500 ** $1 
director agent,IRI,aligns with,510 ** $1 
director agent of,structured description,aligns with,"530 ** $a, d, f, g, k, l, n, p "
director agent of,structured description,aligns with,"672 ** $a, b, f "
director agent of,identifier,aligns with,530 ** $0 
director agent of,identifier,aligns with,"672 ** $w, 0 "
director agent of,IRI,aligns with,530 ** $1 
director agent of,IRI,aligns with,672 ** $1 
director agent of photography,structured description,aligns with,"500 ** $a, b, c, d, g, q "
director agent of photography,structured description,aligns with,"510 ** $a, b, c, d, g "
director agent of photography,identifier,aligns with,500 ** $0 
director agent of photography,identifier,aligns with,510 ** $0 
director agent of photography,IRI,aligns with,500 ** $1 
director agent of photography,IRI,aligns with,510 ** $1 
director agent of photography of,structured description,aligns with,"530 ** $a, d, f, g, k, l, n, p "
director agent of photography of,structured description,aligns with,"672 ** $a, b, f "
director agent of photography of,identifier,aligns with,530 ** $0 
director agent of photography of,identifier,aligns with,"672 ** $w, 0 "
director agent of photography of,IRI,aligns with,530 ** $1 
director agent of photography of,IRI,aligns with,672 ** $1 
director collective agent,structured description,aligns with,"500 3* $a, c, d, g "
director collective agent,structured description,aligns with,"510 ** $a, b, c, d, g "
director collective agent,identifier,aligns with,500 3* $0 
director collective agent,identifier,aligns with,510 ** $0 
director collective agent,IRI,aligns with,500 3* $1 
director collective agent,IRI,aligns with,510 ** $1 
director collective agent of,structured description,aligns with,"530 ** $a, d, f, g, k, l, n, p "
director collective agent of,structured description,aligns with,"672 ** $a, b, f "
director collective agent of,identifier,aligns with,530 ** $0 
director collective agent of,identifier,aligns with,"672 ** $w, 0 "
director collective agent of,IRI,aligns with,530 ** $1 
director collective agent of,IRI,aligns with,672 ** $1 
director collective agent of photography,structured description,aligns with,"500 3* $a, c, d, g "
director collective agent of photography,structured description,aligns with,"510 ** $a, b, c, d, g "
director collective agent of photography,identifier,aligns with,500 3* $0 
director collective agent of photography,identifier,aligns with,510 ** $0 
director collective agent of photography,IRI,aligns with,500 3* $1 
director collective agent of photography,IRI,aligns with,510 ** $1 
director collective agent of photography of,structured description,aligns with,"530 ** $a, d, f, g, k, l, n, p "
director collective agent of photography of,structured description,aligns with,"672 ** $a, b, f "
director collective agent of photography of,identifier,aligns with,530 ** $0 
director collective agent of photography of,identifier,aligns with,"672 ** $w, 0 "
director collective agent of photography of,IRI,aligns with,530 ** $1 
director collective agent of photography of,IRI,aligns with,672 ** $1 
director corporate body,structured description,aligns with,"510 ** $a, b, c, d, g "
director corporate body,identifier,aligns with,510 ** $0 
director corporate body,IRI,aligns with,510 ** $1 
director corporate body of,structured description,aligns with,"530 ** $a, d, f, g, k, l, n, p "
director corporate body of,structured description,aligns with,"672 ** $a, b, f "
director corporate body of,identifier,aligns with,530 ** $0 
director corporate body of,identifier,aligns with,"672 ** $w, 0 "
director corporate body of,IRI,aligns with,530 ** $1 
director corporate body of,IRI,aligns with,672 ** $1 
director corporate body of photography,structured description,aligns with,"510 ** $a, b, c, d, g "
director corporate body of photography,identifier,aligns with,510 ** $0 
director corporate body of photography,IRI,aligns with,510 ** $1 
director corporate body of photography of,structured description,aligns with,"530 ** $a, d, f, g, k, l, n, p "
director corporate body of photography of,structured description,aligns with,"672 ** $a, b, f "
director corporate body of photography of,identifier,aligns with,530 ** $0 
director corporate body of photography of,identifier,aligns with,"672 ** $w, 0 "
director corporate body of photography of,IRI,aligns with,530 ** $1 
director corporate body of photography of,IRI,aligns with,672 ** $1 
director family,structured description,aligns with,"500 3* $a, c, d, g "
director family,identifier,aligns with,500 3* $0 
director family,IRI,aligns with,500 3* $1 
director family of,structured description,aligns with,"530 ** $a, d, f, g, k, l, n, p "
director family of,structured description,aligns with,"672 ** $a, b, f "
director family of,identifier,aligns with,530 ** $0 
director family of,identifier,aligns with,"672 ** $w, 0 "
director family of,IRI,aligns with,530 ** $1 
director family of,IRI,aligns with,672 ** $1 
director family of photography,structured description,aligns with,"500 3* $a, c, d, g "
director family of photography,identifier,aligns with,500 3* $0 
director family of photography,IRI,aligns with,500 3* $1 
director family of photography of,structured description,aligns with,"530 ** $a, d, f, g, k, l, n, p "
director family of photography of,structured description,aligns with,"672 ** $a, b, f "
director family of photography of,identifier,aligns with,530 ** $0 
director family of photography of,identifier,aligns with,"672 ** $w, 0 "
director family of photography of,IRI,aligns with,530 ** $1 
director family of photography of,IRI,aligns with,672 ** $1 
director person,structured description,aligns with,"500 0* $a, b, c, d, g, q "
director person,structured description,aligns with,"500 1* $a, b, c, d, g, q "
director person,identifier,aligns with,500 0* $0 
director person,identifier,aligns with,500 1* $0 
director person,IRI,aligns with,500 0* $1 
director person,IRI,aligns with,500 1* $1 
director person of,structured description,aligns with,"530 ** $a, d, f, g, k, l, n, p "
director person of,structured description,aligns with,"672 ** $a, b, f "
director person of,identifier,aligns with,530 ** $0 
director person of,identifier,aligns with,"672 ** $w, 0 "
director person of,IRI,aligns with,530 ** $1 
director person of,IRI,aligns with,672 ** $1 
director person of photography,structured description,aligns with,"500 0* $a, b, c, d, g, q "
director person of photography,structured description,aligns with,"500 1* $a, b, c, d, g, q "
director person of photography,identifier,aligns with,500 0* $0 
director person of photography,identifier,aligns with,500 1* $0 
director person of photography,IRI,aligns with,500 0* $1 
director person of photography,IRI,aligns with,500 1* $1 
director person of photography of,structured description,aligns with,"530 ** $a, d, f, g, k, l, n, p "
director person of photography of,structured description,aligns with,"672 ** $a, b, f "
director person of photography of,identifier,aligns with,530 ** $0 
director person of photography of,identifier,aligns with,"672 ** $w, 0 "
director person of photography of,IRI,aligns with,530 ** $1 
director person of photography of,IRI,aligns with,672 ** $1 
DJ agent,structured description,aligns with,"500 ** $a, b, c, d, g, q "
DJ agent,structured description,aligns with,"510 ** $a, b, c, d, g "
DJ agent,identifier,aligns with,500 ** $0 
DJ agent,identifier,aligns with,510 ** $0 
DJ agent,IRI,aligns with,500 ** $1 
DJ agent,IRI,aligns with,510 ** $1 
DJ agent of,structured description,aligns with,"500 ** $a, b, c, d, f, g, h, k, l, m, n, o, p, q, r, s, t "
DJ agent of,structured description,aligns with,"510 ** $a, b, c, d, f, g, h, k, l, m, n, o, p, r, s, t "
DJ agent of,structured description,aligns with,"530 ** $a, d, f, h, k, l, m, n, o, p, r, s "
DJ agent of,structured description,aligns with,"672 ** $a, b, f "
DJ agent of,identifier,aligns with,500 ** $0 
DJ agent of,identifier,aligns with,510 ** $0 
DJ agent of,identifier,aligns with,530 ** $0 
DJ agent of,identifier,aligns with,"672 ** $w, 0 "
DJ agent of,IRI,aligns with,500 ** $1 
DJ agent of,IRI,aligns with,510 ** $1 
DJ agent of,IRI,aligns with,530 ** $1 
DJ agent of,IRI,aligns with,672 ** $1 
DJ collective agent,structured description,aligns with,"500 3* $a, c, d, g "
DJ collective agent,structured description,aligns with,"510 ** $a, b, c, d, g "
DJ collective agent,identifier,aligns with,500 3* $0 
DJ collective agent,identifier,aligns with,510 ** $0 
DJ collective agent,IRI,aligns with,500 3* $1 
DJ collective agent,IRI,aligns with,510 ** $1 
DJ collective agent of,structured description,aligns with,"500 ** $a, b, c, d, f, g, h, k, l, m, n, o, p, q, r, s, t "
DJ collective agent of,structured description,aligns with,"510 ** $a, b, c, d, f, g, h, k, l, m, n, o, p, r, s, t "
DJ collective agent of,structured description,aligns with,"530 ** $a, d, f, h, k, l, m, n, o, p, r, s "
DJ collective agent of,structured description,aligns with,"672 ** $a, b, f "
