reg_id,*label_en,lexicalAlias_en,description[0]_en,note[0]_en,altLabel[0]_en,altLabel[1]_en,altLabel[2]_en,altLabel[3]_en,altLabel[4]_en,altLabel[5]_en,altLabel[6]_en,altLabel[7]_en,altLabel[8]_en,ToolkitLabel_en,ToolkitDefinition_en,*uri,*type,*name,domain,range,hasUnconstrained,subClassOf[0],subPropertyOf[0],subPropertyOf[1],inverseOf,sameAs[0],*status,instructionNumber,"has element type","See Also[0]"
15559,"has place of conference",rdaa:placeOfConference.en,"Relates a corporate body to a place where a conference, exhibition, or other formally named and convened event that gives rise to a work is held.",,"location of conference, etc.",,,,,,,,,"place of conference","A place where a conference, exhibition, or other formally named and convened event that gives rise to a work is held.",rdaa:P50024,property,placeOfConference,rdac:C10005,,rdau:P60107,,rdaa:P50350,,,,Published,11.3.2,3,
15560,"has variant name of corporate body",rdaa:variantNameOfCorporateBody.en,"Relates a corporate body to a name of corporate body that is not selected for preference in a specific application or context.",,,,,,,,,,,"variant name of corporate body","A name of corporate body that is not selected for preference in a specific application or context.",rdaa:P50025,property,variantNameOfCorporateBody,rdac:C10005,,rdau:P60119,,rdaa:P50032,rdaa:P50416,,,Published,11.2.3,3,
15640,"has predecessor of split",rdaa:predecessorOfSplit.en,"Relates a corporate body to a corporate body who split or divided into another corporate body.",,,,,,,,,,,"predecessor of split","A corporate body who split or divided into another corporate body.",rdaa:P50229,property,predecessorOfSplit,rdac:C10005,,rdau:P60733,,rdaa:P50012,,,,Published,29.5,2,
15641,"is corporate body member of corporate body of",rdaa:corporateBodyMemberOfCorporateBodyOf.en,"Relates a corporate body to a corporate body of whom a corporate body is a member.",,"membership corporate body",,,,,,,,,"corporate body member of corporate body of","A corporate body of whom a corporate body is a member.",rdaa:P50230,property,corporateBodyMemberOfCorporateBodyOf,rdac:C10005,,rdau:P60648,,rdaa:P50336,rdaa:P50439,,,Published,29.5,2,
15642,"has corporate body member of corporate body",rdaa:corporateBodyMemberOfCorporateBody.en,"Relates a corporate body to a corporate body who is a member of a corporate body.",,"corporate member",,,,,,,,,"corporate body member of corporate body","A corporate body who is a member of a corporate body.",rdaa:P50231,property,corporateBodyMemberOfCorporateBody,rdac:C10005,,rdau:P60697,,rdaa:P50336,rdaa:P50433,,,Published,29.5,2,
15643,"has component of merger",rdaa:componentOfMerger.en,"Relates a corporate body to a corporate body who formed another corporate body by merging with one or more other corporate bodies.",,,,,,,,,,,"component of merger","A corporate body who formed another corporate body by merging with one or more other corporate bodies.",rdaa:P50232,property,componentOfMerger,rdac:C10005,,rdau:P60736,,rdaa:P50012,,,,Published,29.5,2,
15665,"is person member of family of",rdaa:personMemberOfFamilyOf.en,"Relates a person to a family of whom a person is a member.",,family,,,,,,,,,"person member of family of","A family of whom a person is a member.",rdaa:P50233,property,personMemberOfFamilyOf,rdac:C10004,,rdau:P60648,,rdaa:P50317,rdaa:P50444,,,Published,29.5,2,
15666,"is officer of",rdaa:officerOf.en,"Relates a person to a corporate body in which a person holds an office.",,,,,,,,,,,"officer of","A corporate body in which a person holds an office.",rdaa:P50234,property,officerOf,rdac:C10004,,rdau:P60737,,rdaa:P50318,,,,Published,29.5,2,
15667,"has language of family",rdaa:languageOfFamily.en,"Relates a family to a language used by a family in its communications.",,,,,,,,,,,"language of family","A language used by a family in its communications.",rdaa:P50235,property,languageOfFamily,rdac:C10008,,rdau:P60098,,rdaa:P50402,,,,Published,10.8,5,
15668,"has period of activity of corporate body",rdaa:periodOfActivityOfCorporateBody.en,"Relates a corporate body to a timespan during which a corporate body is active in its primary field of endeavour.",,,,,,,,,,,"period of activity of corporate body","A timespan during which a corporate body is active in its primary field of endeavour.",rdaa:P50236,property,periodOfActivityOfCorporateBody,rdac:C10005,,rdau:P60076,,rdaa:P50351,rdaa:P50431,,,Published,11.4.5,2,
15669,"has category of corporate body",rdaa:categoryOfCorporateBody.en,"Relates a corporate body to a type to which a corporate body belongs.",,"type of corporate body",,,,,,,,,"category of corporate body","A type to which a corporate body belongs.",rdaa:P50237,property,categoryOfCorporateBody,rdac:C10005,,rdau:P60047,,rdaa:P50491,,,,Published,11.7.1.4,5,
15670,"has category of government",rdaa:categoryOfGovernment.en,"Relates a corporate body to a type to which a government belongs.",,"type of jurisdiction","type of government",,,,,,,,"category of government","A type to which a government belongs.",rdaa:P50238,property,categoryOfGovernment,rdac:C10005,,rdau:P60047,,rdaa:P50237,,,,Published,11.7.1.5,5,
16080,"has broader affiliated body",rdaa:broaderAffiliatedBody.en,"Relates a corporate body to a corporate body who acts for a local affiliated body and others at a broader organizational level.",,,,,,,,,,,"broader affiliated body","A corporate body who acts for a local affiliated body and others at a broader organizational level.",rdaa:P50240,property,broaderAffiliatedBody,rdac:C10005,,rdau:P60738,,rdaa:P50336,,,,Published,29.5,2,
16081,"has local affiliate",rdaa:localAffiliate.en,"Relates a corporate body to a local corporate body who is affiliated with a broader body which acts for it and others at a broader organizational level.",,,,,,,,,,,"local affiliate","A local corporate body who is affiliated with a broader body which acts for it and others at a broader organizational level.",rdaa:P50241,property,localAffiliate,rdac:C10005,,rdau:P60739,,rdaa:P50336,,,,Published,29.5,2,
16082,"is papermaker agent of",rdaa:papermakerAgentOf.en,"Relates an agent to a manifestation that involves a responsibility of an agent for producing paper.",,"papermaker of",,,,,,,,,"papermaker agent of","A manifestation that involves a responsibility of an agent for producing paper.",rdaa:P50242,property,papermakerAgentOf,rdac:C10002,,rdau:P60747,,rdaa:P50202,,,,Published,18.5,2,
16083,"is visual effects provider agent of",rdaa:visualEffectsProviderAgentOf.en,"Relates an agent to an expression that includes a contribution by an agent of designing and creating post-production visual effects.",,"visual effects provider of",,,,,,,,,"visual effects provider agent of","An expression that includes a contribution by an agent of designing and creating post-production visual effects.",rdaa:P50243,property,visualEffectsProviderAgentOf,rdac:C10002,,rdau:P60754,,rdaa:P50449,,,,Published,18.5,2,
16084,"is special effects provider agent of",rdaa:specialEffectsProviderAgentOf.en,"Relates an agent to an expression that includes a contribution by an agent of designing and creating on-set special effects, such as on-set mechanical effects and in-camera optical effects.",,"special effects provider of",,,,,,,,,"special effects provider agent of","An expression that includes a contribution by an agent of designing and creating on-set special effects, such as on-set mechanical effects and in-camera optical effects.",rdaa:P50244,property,specialEffectsProviderAgentOf,rdac:C10002,,rdau:P60755,,rdaa:P50449,,,,Published,18.5,2,
16085,"is letterer agent of",rdaa:lettererAgentOf.en,"Relates an agent to an expression that includes a contribution by an agent of drawing text and graphic sound effects for a comic book, graphic novel, etc. ",,"letterer of",,,,,,,,,"letterer agent of","An expression that includes a contribution by an agent of drawing text and graphic sound effects for a comic book, graphic novel, etc. ",rdaa:P50245,property,lettererAgentOf,rdac:C10002,,rdau:P60756,,rdaa:P50448,,,,Published,18.5,2,
16086,"is calligrapher agent of",rdaa:calligrapherAgentOf.en,"Relates an agent to a work that involves a responsibility of an agent for calligraphy where the focus of interest lies in the aesthetic value of the penmanship or graphic artistry, regardless of whether the same agent is also responsible for the inscribed text.",,"calligrapher of",,,,,,,,,"calligrapher agent of","A work that involves a responsibility of an agent for calligraphy where the focus of interest lies in the aesthetic value of the penmanship or graphic artistry, regardless of whether the same agent is also responsible for the inscribed text.",rdaa:P50246,property,calligrapherAgentOf,rdac:C10002,,rdau:P60758,,rdaa:P50192,,,,Published,18.5,2,
16087,"is book artist agent of",rdaa:bookArtistAgentOf.en,"Relates an agent to a work that involves a responsibility of an agent for exploiting the book form or altering its physical structure",,"book artist of",,,,,,,,,"book artist agent of","A work that involves a responsibility of an agent for exploiting the book form or altering its physical structure",rdaa:P50247,property,bookArtistAgentOf,rdac:C10002,,rdau:P60759,,rdaa:P50192,,,,Published,18.5,2,
16088,"is rapporteur agent of",rdaa:rapporteurAgentOf.en,"Relates an agent to a work that involves a responsibility of an agent for reporting on the proceedings of meetings of an organization.",,"rapporteur of",,,,,,,,,"rapporteur agent of","A work that involves a responsibility of an agent for reporting on the proceedings of meetings of an organization.",rdaa:P50248,property,rapporteurAgentOf,rdac:C10002,,rdau:P60757,,rdaa:P50195,,,,Published,18.5,2,rdaa:P50212
16089,"is subject person of",rdaa:subjectPersonOf.en,"Relates a person to a work that is about a person.",,,,,,,,,,,"subject person of","A work that is about a person.",rdaa:P50249,property,subjectPersonOf,rdac:C10004,,rdau:P60806,,rdaa:P50311,rdaa:P50366,,,Published,,2,
16090,"is subject family of",rdaa:subjectFamilyOf.en,"Relates a family to a work that is about a family.",,,,,,,,,,,"subject family of","A work that is about a family.",rdaa:P50250,property,subjectFamilyOf,rdac:C10008,,rdau:P60806,,rdaa:P50320,rdaa:P50367,,,Published,,2,
16091,"is subject corporate body of",rdaa:subjectCorporateBodyOf.en,"Relates a corporate body to a work that is about a corporate body.",,,,,,,,,,,"subject corporate body of","A work that is about a corporate body.",rdaa:P50251,property,subjectCorporateBodyOf,rdac:C10005,,rdau:P60806,,rdaa:P50329,rdaa:P50367,,,Published,,2,
16092,"has graduate",rdaa:graduate.en,"Relates a corporate body to a person who receives an academic degree from a granting institution or faculty.",,,,,,,,,,,graduate,"A person who receives an academic degree from a granting institution or faculty.",rdaa:P50252,property,graduate,rdac:C10005,,rdau:P60807,,rdaa:P50334,,,,Published,29.5,2,
16093,"is graduate of",rdaa:graduateOf.en,"Relates a person to an institution or faculty that granted an academic degree to a person.",,,,,,,,,,,"graduate of","An institution or faculty that granted an academic degree to a person.",rdaa:P50253,property,graduateOf,rdac:C10004,,rdau:P60808,,rdaa:P50318,,,,Published,29.5,2,
16095,"is sound designer agent of",rdaa:soundDesignerAgentOf.en,"Relates an agent to an expression that includes a contribution by an agent of designing and creating audio or sound components",,"sound designer of",,,,,,,,,"sound designer agent of","An expression that includes a contribution by an agent of designing and creating audio or sound components",rdaa:P50255,property,soundDesignerAgentOf,rdac:C10002,,rdau:P60812,,rdaa:P50449,,,,Published,18.5,2,
16096,"is lighting designer agent of",rdaa:lightingDesignerAgentOf.en,"Relates an agent to an expression that includes a contribution by an agent of designing and creating lighting components.",,"lighting designer of",,,,,,,,,"lighting designer agent of","An expression that includes a contribution by an agent of designing and creating lighting components.",rdaa:P50256,property,lightingDesignerAgentOf,rdac:C10002,,rdau:P60814,,rdaa:P50449,,,,Published,18.5,2,
16097,"is degree committee member of",rdaa:degreeCommitteeMemberOf.en,"Relates a person to a work that involves a responsibility for serving on a committee that supervises a thesis or dissertation of a student.",,,,,,,,,,,"degree committee member of","A work that involves a responsibility for serving on a committee that supervises a thesis or dissertation of a student.",rdaa:P50257,property,degreeCommitteeMemberOf,rdac:C10004,,rdau:P60816,,rdaa:P50542,,,,Published,18.5,2,
