*label_en,lexicalAlias_en,description[0]_en,note[0]_en,altLabel[0]_en,altLabel[1]_en,altLabel[2]_en,altLabel[3]_en,altLabel[4]_en,altLabel[5]_en,altLabel[6]_en,altLabel[7]_en,altLabel[8]_en,ToolkitLabel_en,ToolkitDefinition_en,*uri,*type,domain,subPropertyOf[0],subPropertyOf[1],*status,instructionNumber,has element type,See Also[0]
is aggregator agent of,rdaa:aggregatorAgentOf.en,Relates an agent to a work that involves a responsibility of an agent for aggregation by selecting and arranging expressions of other works.,,,,,,,,,,,aggregator agent of,A work that involves a responsibility of an agent for aggregation by selecting and arranging expressions of other works.,rdaa:P50453,property,rdac:C10002,rdaa:P50204,,Published,,2,
is aggregator collective agent of,rdaa:aggregatorCollectiveAgentOf.en,Relates a collective agent to a work that involves a responsibility of a collective agent for aggregation by selecting and arranging expressions of other works.,,,,,,,,,,,aggregator collective agent of,A work that involves a responsibility of a collective agent for aggregation by selecting and arranging expressions of other works.,rdaa:P50679,property,rdac:C10011,rdaa:P50693,rdaa:P50453,Published,,2,
is aggregator corporate body of,rdaa:aggregatorCorporateBodyOf.en,Relates a corporate body to a work that involves a responsibility of a corporate body for aggregation by selecting and arranging expressions of other works.,,,,,,,,,,,aggregator corporate body of,A work that involves a responsibility of a corporate body for aggregation by selecting and arranging expressions of other works.,rdaa:P50830,property,rdac:C10005,rdaa:P50844,rdaa:P50679,Published,,2,
is aggregator family of,rdaa:aggregatorFamilyOf.en,Relates a family to a work that involves a responsibility of a family for aggregation by selecting and arranging expressions of other works.,,,,,,,,,,,aggregator family of,A work that involves a responsibility of a family for aggregation by selecting and arranging expressions of other works.,rdaa:P50981,property,rdac:C10008,rdaa:P50995,rdaa:P50679,Published,,2,
is aggregator person of,rdaa:aggregatorPersonOf.en,Relates a person to a work that involves a responsibility of a person for aggregation by selecting and arranging expressions of other works.,,,,,,,,,,,aggregator person of,A work that involves a responsibility of a person for aggregation by selecting and arranging expressions of other works.,rdaa:P50528,property,rdac:C10004,rdaa:P50542,rdaa:P50453,Published,,2,
has alternate identity (Deprecated),rdaa:alternateIdentity.en,Relates a person to a pseudonymous or other identity assumed by a person. (Deprecated),,,,,,,,,,,alternate identity (Deprecated),A pseudonymous or other identity assumed by a person. (Deprecated),rdaa:P50105,property,rdac:C10004,,,Deprecated,29.5,,
has alternate identity of person,rdaa:alternateIdentityOfPerson.en,Relates a person to a nomen that is a pseudonym or other appellation used by a person.,,alternate identity,,,,,,,,,alternate identity of person,A nomen that is a pseudonym or other appellation used by a person.,rdaa:P50428,property,rdac:C10004,rdaa:P50348,,Published,,3,
is animator agent of,rdaa:animatorAgentOf.en,Relates an agent to an expression that includes a contribution by an agent of giving apparent movement to inanimate objects or drawings.,,animator of,,,,,,,,,animator agent of,An expression that includes a contribution by an agent of giving apparent movement to inanimate objects or drawings.,rdaa:P50136,property,rdac:C10002,rdaa:P50449,,Published,18.5,2,rdaa:P50192
is animator collective agent of,rdaa:animatorCollectiveAgentOf.en,Relates a collective agent to an expression that includes a contribution by a collective agent of giving apparent movement to inanimate objects or drawings.,,,,,,,,,,,animator collective agent of,An expression that includes a contribution by a collective agent of giving apparent movement to inanimate objects or drawings.,rdaa:P50738,property,rdac:C10011,rdaa:P50774,rdaa:P50136,Published,,2,
is animator corporate body of,rdaa:animatorCorporateBodyOf.en,Relates a corporate body to an expression that includes a contribution by a corporate body of giving apparent movement to inanimate objects or drawings.,,,,,,,,,,,animator corporate body of,An expression that includes a contribution by a corporate body of giving apparent movement to inanimate objects or drawings.,rdaa:P50889,property,rdac:C10005,rdaa:P50925,rdaa:P50738,Published,,2,
is animator family of,rdaa:animatorFamilyOf.en,Relates a family to an expression that includes a contribution by a family of giving apparent movement to inanimate objects or drawings.,,,,,,,,,,,animator family of,An expression that includes a contribution by a family of giving apparent movement to inanimate objects or drawings.,rdaa:P51040,property,rdac:C10008,rdaa:P51076,rdaa:P50738,Published,,2,
is animator person of,rdaa:animatorPersonOf.en,Relates a person to an expression that includes a contribution by a person of giving apparent movement to inanimate objects or drawings.,,,,,,,,,,,animator person of,An expression that includes a contribution by a person of giving apparent movement to inanimate objects or drawings.,rdaa:P50587,property,rdac:C10004,rdaa:P50623,rdaa:P50136,Published,,2,
is annotator of,rdaa:annotatorOf.en,Relates a person to an item that carries notes and other information added by hand.,,,,,,,,,,,annotator of,An item that carries notes and other information added by hand.,rdaa:P50128,property,rdac:C10004,rdaa:P50636,,Published,18.5,2,
is appellant corporate body of,rdaa:appellantCorporateBodyOf.en,Relates a corporate body to a work that is a legal work of a higher court that records a decision of a lower court that is appealed by a corporate body.,,,,,,,,,,,appellant corporate body of,A work that is a legal work of a higher court that records a decision of a lower court that is appealed by a corporate body.,rdaa:P50042,property,rdac:C10005,rdaa:P50844,,Published,18.5,2,
is appellant of (Deprecated),rdaa:appellantOf.en,Relates a person or corporate body who appeals the decision of a lower court recorded in a legal work of a higher court to a work. (Deprecated),,,,,,,,,,,appellant of (Deprecated),A legal work of a higher court recording a decision of a lower court that is appealed by a person or corporate body. (Deprecated),rdaa:P50088,property,,rdaa:P50131,,Deprecated,18.5,,
is appellant person of,rdaa:appellantPersonOf.en,Relates a person to a work that is a legal work of a higher court that records a decision of a lower court that is appealed by a person.,,,,,,,,,,,appellant person of,A work that is a legal work of a higher court that records a decision of a lower court that is appealed by a person.,rdaa:P50122,property,rdac:C10004,rdaa:P50542,,Published,18.5,2,
has appellation of agent,rdaa:appellationOfAgent.en,Relates an agent to a nomen that is used within a given scheme or context to refer to an agent.,,,,,,,,,,,appellation of agent,A nomen that is used within a given scheme or context to refer to an agent.,rdaa:P50378,property,rdac:C10002,rdaa:P50340,rdax:P00017,Published,,2,
has appellation of collective agent,rdaa:appellationOfCollectiveAgent.en,Relates a collective agent to a nomen that is used within a given scheme or context to refer to a collective agent.,,,,,,,,,,,appellation of collective agent,A nomen that is used within a given scheme or context to refer to a collective agent.,rdaa:P50379,property,rdac:C10011,rdaa:P50344,rdaa:P50378,Published,,2,
has appellation of corporate body,rdaa:appellationOfCorporateBody.en,Relates a corporate body to a nomen that is used within a given scheme or context to refer to a corporate body.,,,,,,,,,,,appellation of corporate body,A nomen that is used within a given scheme or context to refer to a corporate body.,rdaa:P50380,property,rdac:C10005,rdaa:P50352,rdaa:P50379,Published,,2,
has appellation of family,rdaa:appellationOfFamily.en,Relates a family to a nomen that is used within a given scheme or context to refer to a family.,,,,,,,,,,,appellation of family,A nomen that is used within a given scheme or context to refer to a family.,rdaa:P50381,property,rdac:C10008,rdaa:P50356,rdaa:P50379,Published,,2,
has appellation of person,rdaa:appellationOfPerson.en,Relates a person to a nomen that is used within a given scheme or context to refer to a person.,,,,,,,,,,,appellation of person,A nomen that is used within a given scheme or context to refer to a person.,rdaa:P50382,property,rdac:C10004,rdaa:P50348,rdaa:P50378,Published,,2,
is appellee corporate body of,rdaa:appelleeCorporateBodyOf.en,Relates a corporate body to a legal work of a higher court that records a decision of a lower court that appeals against a corporate body.,,,,,,,,,,,appellee corporate body of,A legal work of a higher court that records a decision of a lower court that appeals against a corporate body.,rdaa:P50002,property,rdac:C10005,rdaa:P50844,,Published,18.5,2,
is appellee of (Deprecated),rdaa:appelleeOf.en,Relates a person or corporate body against whom an appeal is taken on a decision of a lower court recorded in a legal work of a higher court to a work. (Deprecated),,,,,,,,,,,appellee of (Deprecated),A legal work of a higher court recording a decision of a lower court that appeals against a person or corporate body. (Deprecated),rdaa:P50087,property,,rdaa:P50131,,Deprecated,18.5,,
is appellee person of,rdaa:appelleePersonOf.en,Relates a person to a work that is a legal work of a higher court that records a decision of a lower court that appeals against a person.,,,,,,,,,,,appellee person of,A work that is a legal work of a higher court that records a decision of a lower court that appeals against a person.,rdaa:P50085,property,rdac:C10004,rdaa:P50542,,Published,18.5,2,
is architect agent of,rdaa:architectAgentOf.en,"Relates an agent to a work that involves a responsibility of an agent for creating an architectural design, including a pictorial representation intended to show how a building or other structure will look when completed.",,architect of,,,,,,,,,architect agent of,"A work that involves a responsibility of an agent for creating an architectural design, including a pictorial representation intended to show how a building or other structure will look when completed.",rdaa:P50196,property,rdac:C10002,rdaa:P50204,,Published,18.5,2,
