reg_id,*label_en,lexicalAlias_en,description[0]_en,note[0]_en,altLabel[0]_en,altLabel[1]_en,altLabel[2]_en,altLabel[3]_en,altLabel[4]_en,altLabel[5]_en,altLabel[6]_en,altLabel[7]_en,altLabel[8]_en,ToolkitLabel_en,ToolkitDefinition_en,*uri,*type,*name,domain,range,hasUnconstrained,subPropertyOf[0],subPropertyOf[1],inverseOf,sameAs[0],*status,instructionNumber,"has element type"
14573,"has configuration of playback channels",rdam:configurationOfPlaybackChannels.en,"Relates a manifestation to a number of sound channels used to make a recording.",,,,,,,,,,,"configuration of playback channels","A number of sound channels used to make a recording.",rdam:P30184,property,configurationOfPlaybackChannels,rdac:C10007,,rdau:P60552,rdam:P30125,,,,Published,3.16.8,4
14574,"has tape configuration",rdam:tapeConfiguration.en,"Relates a manifestation to a number of tracks on an audiotape.",,,,,,,,,,,"tape configuration","A number of tracks on an audiotape.",rdam:P30185,property,tapeConfiguration,rdac:C10007,,rdau:P60553,rdam:P30125,,,,Published,3.16.7,5
14575,"has mount",rdam:mount.en,"Relates a manifestation to a physical material used for the support or backing to which the base material of a manifestation has been attached.",,,,,,,,,,,mount,"A physical material used for the support or backing to which the base material of a manifestation has been attached.",rdam:P30186,property,mount,rdac:C10007,,rdau:P60554,,,,,Published,3.8,4
14576,"has production method",rdam:productionMethod.en,"Relates a manifestation to a process used to produce a manifestation.",,,,,,,,,,,"production method","A process used to produce a manifestation.",rdam:P30187,property,productionMethod,rdac:C10007,,rdau:P60560,,,,,Published,3.9,4
14580,"has generation",rdam:generation.en,"Relates a manifestation to a relationship between an original carrier and the carrier of a reproduction made from the original.",,,,,,,,,,,generation,"A relationship between an original carrier and the carrier of a reproduction made from the original.",rdam:P30191,property,generation,rdac:C10007,,rdau:P60568,,,,,Published,3.10,4
14585,"has polarity",rdam:polarity.en,"Relates a manifestation to a relationship of the colours and tones in an image to the colours and tones of the object reproduced.",,,,,,,,,,,polarity,"A relationship of the colours and tones in an image to the colours and tones of the object reproduced.",rdam:P30196,property,polarity,rdac:C10007,,rdau:P60573,,,,,Published,3.14,4
14586,"has bibliographic format",rdam:bibliographicFormat.en,"Relates a manifestation to a proportional relationship between a whole sheet in a printed or manuscript resource, and the individual leaves that result if that sheet is left full, cut, or folded.",,,,,,,,,,,"bibliographic format","A proportional relationship between a whole sheet in a printed or manuscript resource, and the individual leaves that result if that sheet is left full, cut, or folded.",rdam:P30197,property,bibliographicFormat,rdac:C10007,,rdau:P60578,,,,,Published,3.12,4
14587,"has reduction ratio",rdam:reductionRatio.en,"Relates a manifestation to a numerical ratio of the size of a micro-image in relation to the original from which it was produced.",,,,,,,,,,,"reduction ratio","A numerical ratio of the size of a micro-image in relation to the original from which it was produced.",rdam:P30198,property,reductionRatio,rdac:C10007,,rdau:P60581,,,,,Published,3.15,6
14588,"has font size",rdam:fontSize.en,"Relates a manifestation to a size of the type used to represent the characters and symbols in a manifestation.",,,,,,,,,,,"font size","A size of the type used to represent the characters and symbols in a manifestation.",rdam:P30199,property,fontSize,rdac:C10007,,rdau:P60582,,,,,Published,3.13,4
14589,"has projection speed",rdam:projectionSpeed.en,"Relates a manifestation to a speed at which a projected carrier must be operated to produce the moving image intended.",,,,,,,,,,,"projection speed","A speed at which a projected carrier must be operated to produce the moving image intended.",rdam:P30200,property,projectionSpeed,rdac:C10007,,rdau:P60585,rdam:P30127,,,,Published,3.17.3,6
14590,"has playing speed",rdam:playingSpeed.en,"Relates a manifestation to a speed at which an audio carrier must be operated to produce the sound intended.",,,,,,,,,,,"playing speed","A speed at which an audio carrier must be operated to produce the sound intended.",rdam:P30201,property,playingSpeed,rdac:C10007,,rdau:P60586,rdam:P30125,,,,Published,3.16.4,5
14591,"has encoded bitrate",rdam:encodedBitrate.en,"Relates a manifestation to a speed at which streaming audio, video, etc., is designed to play.",,,,,,,,,,,"encoded bitrate","A speed at which streaming audio, video, etc., is designed to play.",rdam:P30202,property,encodedBitrate,rdac:C10007,,rdau:P60587,rdam:P30124,,,,Published,3.19.7,5
14592,"has parallel title proper",rdam:parallelTitleProper.en,"Relates a manifestation to a title proper in another language or script.",,,,,,,,,,,"parallel title proper","A title proper in another language or script.",rdam:P30203,property,parallelTitleProper,rdac:C10007,,rdau:P60589,rdam:P30156,,,,Published,2.3.3,3
14593,"has parallel title of series",rdam:parallelTitleOfSeries.en,"Relates a manifestation to a title of a series in another language or script.",,"parallel title proper of subseries","parallel title proper of series",,,,,,,,"parallel title of series","A title of series in another language or script.",rdam:P30204,property,parallelTitleOfSeries,rdac:C10007,,rdau:P60590,rdam:P30157,rdam:P30203,,,Published,2.12.3,3
14595,"has recording medium",rdam:recordingMedium.en,"Relates a manifestation to a type of medium used to record sound on an audio carrier.",,,,,,,,,,,"recording medium","A type of medium used to record sound on an audio carrier.",rdam:P30206,property,recordingMedium,rdac:C10007,,rdau:P60594,rdam:P30125,,,,Published,3.16.3,4
14597,"has base material",rdam:baseMaterial.en,"Relates a manifestation to an underlying physical material of a manifestation.",,,,,,,,,,,"base material","An underlying physical material of a manifestation.",rdam:P30208,property,baseMaterial,rdac:C10007,,rdau:P60596,rdam:P30304,,,,Published,3.6,4
15672,"has note on carrier",rdam:noteOnCarrier.en,"Relates a manifestation to a note on manifestation that provides information on attributes of a carrier of a manifestation.",,,,,,,,,,,"note on carrier","A note on manifestation that provides information on attributes of a carrier of a manifestation.",rdam:P30214,property,noteOnCarrier,rdac:C10007,,rdau:P60470,rdam:P30137,,,,Published,3.21,6
16140,"has papermaker agent",rdam:papermakerAgent.en,"Relates a manifestation to an agent who is responsible for the production of paper used to manufacture a manifestation.",,papermaker,,,,,,,,,"papermaker agent","An agent who is responsible for the production of paper used to manufacture a manifestation.",rdam:P30215,property,papermakerAgent,rdac:C10007,,rdau:P60746,rdam:P30082,,,,Published,18.5,2
16141,"has details of applied material",rdam:detailsOfAppliedMaterial.en,"Relates a manifestation to details of a physical or chemical substance that is applied to a base material of a manifestation.",,,,,,,,,,,"details of applied material","Details of a physical or chemical substance that is applied to a base material of a manifestation.",rdam:P30216,property,detailsOfAppliedMaterial,rdac:C10007,,rdau:P60767,,,,,Published,3.7.1.4,6
16142,"has details of base material",rdam:detailsOfBaseMaterial.en,"Relates a manifestation to details of an underlying physical material of a manifestation.",,,,,,,,,,,"details of base material","Details of an underlying physical material of a manifestation.",rdam:P30217,property,detailsOfBaseMaterial,rdac:C10007,,rdau:P60768,,,,,Published,3.6.1.4,6
16143,"has details of bibliographic format",rdam:detailsOfBibliographicFormat.en,"Relates a manifestation to details of a proportional relationship between a whole sheet in a printed or manuscript resource and the individual leaves that result if that sheet is left full, cut, or folded.",,,,,,,,,,,"details of bibliographic format","Details of a proportional relationship between a whole sheet in a printed or manuscript resource and the individual leaves that result if that sheet is left full, cut, or folded.",rdam:P30218,property,detailsOfBibliographicFormat,rdac:C10007,,rdau:P60769,,,,,Published,3.12.1.4,6
16144,"has details of broadcast standard",rdam:detailsOfBroadcastStandard.en,"Relates a manifestation to details of a system that is used to format a manifestation of a video for television broadcast.",,,,,,,,,,,"details of broadcast standard","Details of a system that is used to format a manifestation of a video for television broadcast.",rdam:P30219,property,detailsOfBroadcastStandard,rdac:C10007,,rdau:P60770,rdam:P30250,,,,Published,3.18.3.4,6
16145,"has details of configuration of playback channels",rdam:detailsOfConfigurationOfPlaybackChannels.en,"Relates a manifestation to details of a number of sound channels used to make a recording.",,,,,,,,,,,"details of configuration of playback channels","Details of a number of sound channels used to make a recording.",rdam:P30220,property,detailsOfConfigurationOfPlaybackChannels,rdac:C10007,,rdau:P60771,rdam:P30245,,,,Published,3.16.8.4,6
16146,"has details of digital file characteristic",rdam:detailsOfDigitalFileCharacteristic.en,"Relates a manifestation to details of a technical specification relating to the digital encoding of text, image, audio, video, and other types of data in a manifestation.",,,,,,,,,,,"details of digital file characteristic","Details of a technical specification relating to the digital encoding of text, image, audio, video, and other types of data in a manifestation.",rdam:P30221,property,detailsOfDigitalFileCharacteristic,rdac:C10007,,rdau:P60772,,,,,Published,3.19.1.4,6
16147,"has details of digital representation of cartographic content",rdam:detailsOfDigitalRepresentationOfCartographicContent.en,"Relates a manifestation to details of an encoding of geospatial information in a manifestation.",,,,,,,,,,,"details of digital representation of cartographic content","Details of an encoding of geospatial information in a manifestation.",rdam:P30222,property,detailsOfDigitalRepresentationOfCartographicContent,rdac:C10007,,rdau:P60773,rdam:P30221,,,,Published,3.19.8.4,6
16148,"has details of emulsion on microfilm and microfiche",rdam:detailsOfEmulsionOnMicrofilmAndMicrofiche.en,"Relates a manifestation to details of a suspension of light-sensitive chemicals that is used as a coating on a microfilm or microfiche.",,,,,,,,,,,"details of emulsion on microfilm and microfiche","Details of a suspension of light-sensitive chemicals that is used as a coating on a microfilm or microfiche.",rdam:P30223,property,detailsOfEmulsionOnMicrofilmAndMicrofiche,rdac:C10007,,rdau:P60774,rdam:P30216,,,,Published,3.7.2.4,6
16149,"has details of encoding format",rdam:detailsOfEncodingFormat.en,"Relates a manifestation to details of a schema, standard, etc., used to encode the digital content of a manifestation.",,,,,,,,,,,"details of encoding format","Details of a schema, standard, etc., used to encode the digital content of a manifestation.",rdam:P30224,property,detailsOfEncodingFormat,rdac:C10007,,rdau:P60775,rdam:P30221,,,,Published,3.19.3.4,6
16150,"has details of file type",rdam:detailsOfFileType.en,"Relates a manifestation to details of a general type of data content that is encoded in a computer file.",,,,,,,,,,,"details of file type","Details of a general type of data content that is encoded in a computer file.",rdam:P30225,property,detailsOfFileType,rdac:C10007,,rdau:P60776,rdam:P30221,,,,Published,3.19.2.4,6
16151,"has details of font size",rdam:detailsOfFontSize.en,"Relates a manifestation to details of a size of the type that is used to represent the characters and symbols in a manifestation.",,,,,,,,,,,"details of font size","Details of a size of the type that is used to represent the characters and symbols in a manifestation.",rdam:P30226,property,detailsOfFontSize,rdac:C10007,,rdau:P60777,,,,,Published,3.13.1.4,6
16157,"has details of groove characteristic",rdam:detailsOfGrooveCharacteristic.en,"Relates a manifestation to details of a groove width of an analog disc or a groove pitch of an analog cylinder.",,,,,,,,,,,"details of groove characteristic","Details of a groove width of an analog disc or a groove pitch of an analog cylinder.",rdam:P30232,property,detailsOfGrooveCharacteristic,rdac:C10007,,rdau:P60783,rdam:P30245,,,,Published,3.16.5.4,6
16158,"has details of layout",rdam:detailsOfLayout.en,"Relates a manifestation to details of an arrangement of text, images, tactile notation, etc., in a manifestation.",,,,,,,,,,,"details of layout","Details of an arrangement of text, images, tactile notation, etc., in a manifestation.",rdam:P30233,property,detailsOfLayout,rdac:C10007,,rdau:P60784,,,,,Published,3.11.1.4,6
16159,"has details of mount",rdam:detailsOfMount.en,"Relates a manifestation to details of a physical material that is used for the support or backing to which the base material of a manifestation has been attached.",,,,,,,,,,,"details of mount","Details of a physical material that is used for the support or backing to which the base material of a manifestation has been attached.",rdam:P30234,property,detailsOfMount,rdac:C10007,,rdau:P60785,,,,,Published,3.8.1.4,6
16160,"has details of playing speed",rdam:detailsOfPlayingSpeed.en,"Relates a manifestation to details of a speed at which an audio carrier must be operated to produce the sound intended.",,,,,,,,,,,"details of playing speed","Details of a speed at which an audio carrier must be operated to produce the sound intended.",rdam:P30235,property,detailsOfPlayingSpeed,rdac:C10007,,rdau:P60786,,,,,Published,3.16.4.4,6
16161,"has details of polarity",rdam:detailsOfPolarity.en,"Relates a manifestation to details of a relationship of the colours and tones in an image to the colours and tones of the object reproduced.",,,,,,,,,,,"details of polarity","Details of a relationship of the colours and tones in an image to the colours and tones of the object reproduced.",rdam:P30236,property,detailsOfPolarity,rdac:C10007,,rdau:P60787,,,,,Published,3.14.1.4,6
16162,"has details of presentation format",rdam:detailsOfPresentationFormat.en,"Relates a manifestation to details of a format that is used in the production of a projected image.",,,,,,,,,,,"details of presentation format","Details of a format that is used in the production of a projected image.",rdam:P30237,property,detailsOfPresentationFormat,rdac:C10007,,rdau:P60788,,,,,Published,3.17.2.4,6
16163,"has details of production method",rdam:detailsOfProductionMethod.en,"Relates a manifestation to details of a process that is used to produce a manifestation.",,,,,,,,,,,"details of production method","Details of a process that is used to produce a manifestation.",rdam:P30238,property,detailsOfProductionMethod,rdac:C10007,,rdau:P60789,,,,,Published,3.9.1.4,6
16166,"has details of projection characteristic of motion picture film",rdam:detailsOfProjectionCharacteristicOfMotionPictureFilm.en,"Relates a manifestation to details of a technical specification relating to the projection of a motion picture film.",,,,,,,,,,,"details of projection characteristic of motion picture film","Details of a technical specification relating to the projection of a motion picture film.",rdam:P30241,property,detailsOfProjectionCharacteristicOfMotionPictureFilm,rdac:C10007,,rdau:P60792,,,,,Published,3.17.1.4,6
16167,"has details of projection speed",rdam:detailsOfProjectionSpeed.en,"Relates a manifestation to details of a speed at which a projected carrier must be operated to produce the moving image intended.",,,,,,,,,,,"details of projection speed","Details of a speed at which a projected carrier must be operated to produce the moving image intended.",rdam:P30242,property,detailsOfProjectionSpeed,rdac:C10007,,rdau:P60793,rdam:P30241,,,,Published,3.17.3.4,6
16168,"has details of recording medium",rdam:detailsOfRecordingMedium.en,"Relates a manifestation to details of a type of medium that is used to record sound on an audio carrier.",,,,,,,,,,,"details of recording medium","Details of a type of medium that is used to record sound on an audio carrier.",rdam:P30243,property,detailsOfRecordingMedium,rdac:C10007,,rdau:P60794,rdam:P30245,,,,Published,3.16.3.4,6
16169,"has details of reduction ratio designation",rdam:detailsOfReductionRatioDesignation.en,"Relates a manifestation to details of a general designation of the size of a micro-image in relation to the original from which it was produced.",,,,,,,,,,,"details of reduction ratio designation","Details of a general designation of the size of a micro-image in relation to the original from which it was produced.",rdam:P30244,property,detailsOfReductionRatioDesignation,rdac:C10007,,rdau:P60795,,,,,Published,3.15.1.5.1.4,6
16170,"has details of sound characteristic",rdam:detailsOfSoundCharacteristic.en,"Relates a manifestation to details of a technical specification relating to the encoding of sound in a manifestation.",,,,,,,,,,,"details of sound characteristic","Details of a technical specification relating to the encoding of sound in a manifestation.",rdam:P30245,property,detailsOfSoundCharacteristic,rdac:C10007,,rdau:P60796,,,,,Published,3.16.1.4,6
16171,"has details of special playback characteristic",rdam:detailsOfSpecialPlaybackCharacteristic.en,"Relates a manifestation to details of an equalization system, noise-reduction system, etc., that is used in making an audio recording.",,,,,,,,,,,"details of special playback characteristic","Details of an equalization system, noise-reduction system, etc., that is used in making an audio recording.",rdam:P30246,property,detailsOfSpecialPlaybackCharacteristic,rdac:C10007,,rdau:P60797,rdam:P30245,,,,Published,3.16.9.4,6
